關鍵字,回應
Aropec潛水衝浪溯溪游泳三鐵戶外運動(台北店),"介紹：\n
我們的品牌「 AROPEC 」主要是由「ARO」和「PEC」兩個字義組合而成，「ARO」來自「AERO」，指的是天空、高空，衍申為神祇之意；「PEC」則是協助、支持的意思，「AROPEC」即為「神祇助佑、上天保佑」的意思。俗話說：「天助自助者」，我們希望透過運動及各種休閒活動，讓人們可以建立一種積極主動的人生態度，因而帶來更健康、更快樂、更美好的生活。\n
本公司秉持著「唯有顧客賺錢，我們才會賺錢」的經營理念，嚴格品質管控，唯有確保產品品質達到最高標準，才可能滿足顧客的每一項需求，達到永續經營的目的。"
Scuba Warehouse Taiwan 專業潛水裝備店,"介紹：\n
Scuba Warehouse從新加坡開始創立，一路往亞洲區域發展至今來到台灣。\n
為潛水員而設立的專業潛水裝備店，除了品牌款式眾多貨源齊全您所需要的幾乎都應有盡有寬闊又舒適的店面空間，讓每位顧客都能輕鬆舒服的選購適合自己的裝備。雖然至今網路商店越來越多，對於實體店面難免有些影響，我們的信念與堅持就是購買潛水裝備都必須到現場試穿試戴才能買到適合自己的尺寸以及售後服務和保固的問題，所以Scuba Warehouse台灣在2020年誕生了。\n
在每一筆買賣的交易當中，我們除了給予專業知識，百分百的貼心一站式服務之外，也針對每位顧客的需求來介紹對的產品，該如何正確使用以及用完後如何清洗跟收藏，每個細節都會清楚解說讓您買得開心，潛得安心。"
SSO SPORTS潛水滑雪裝備店,"介紹：\n
提供販售潛水裝備、浮潛裝備、滑雪裝備、鐵人泳具等服務。"
iDiving 愛潛水,"介紹：\n
80人水肺自潛教練團，上課、活動教練人數高比例。\n
客製上課時間好安排，駐店SSI教練訓練官從初級到教練培訓都包含,每年冬季教練資格更新復訓一項都沒少。\n
各地潛水旅遊團不怕沒得玩，全年開設 33團各地潛水旅遊團。東北角、小琉球、墾丁、蘭嶼、綠島、澎湖，新手岸潛團，老手船潛iDiving帶你遊山玩水。"
海人選品,"介紹：\n
從陸的最低點，進入海的最高點。\n
關於""下水""這件事，每個人的原因不盡相同，有些人熱愛自我挑戰、有些人為飽覽陸地上難有的美景、有些人想留下動人的影像…。不論為何，水帶給我們一個靜謐空間，如同嬰兒時期於子宮羊水中的安全感；當我們內心得以平靜，更能夠與大海相處，也更懂得尊重自然。\n
海人選品是一個網路商店，集結了歐、美、日本等國的自由潛水/戶外品牌，除常態性的銷售與服務，也透過各種實體活動與愛海的人交流，如自潛競賽、國際選手分享會、紀錄片放映會…等，我們期待成為一個資訊傳遞的平台，並創造更多跨領域合作，將自由潛水運動/海洋永續等議題帶入人們的日常。"
越琳浮潛泳具品,"介紹：\n
查無資料。"
IDiver海怪水下－潛水概念店(自由潛水專賣店),"介紹：\n
全台灣最大自由潛水裝備代理商。\n
「IDiver」是海怪水下娛樂有限公司旗下的網路平台，專營潛水裝備銷售，我們致力提供潛水活動產業相關的全方位服務。\n
提供潛水裝備販售、潛水課程教學、潛水深度旅遊等服務。"
891新莊潛水家,"介紹：\n
潛水新手的天堂，位於新北市新莊區中正路上的891新莊潛水家，為所有潛水玩家尋找各式各樣高CP值的潛水用品，不論是裝備出租、線上購物或是裝備介紹等知識，我們都提供非常專業的服務。\n
除了潛水用品販售之外，本店亦提供專業潛水證照考試教學的課程，由專業教練駐店指導服務，針對學生不同的程度與基礎，規劃不一樣的課程，讓您倘佯大海自由自在，除了用品販售、潛水教學，我們還有用品出租的服務喔!若是初學者，對於添購裝備有疑慮，也可以先從租借用品開始學起，讓您沒有負擔也能學會潛水的樂趣。"
龍潛國際有限公司 LOONG DIVE INTERNATIONAL,"介紹：\n
台灣，一個依山傍海的亞熱帶島嶼，海岸線總長度達一千六百多公里，擁有得天獨厚的地環境與豐渥的海洋資源。近年，由於潛水裝備不斷研發創新、週休二日以及休閒意識的抬頭，海洋環境所能提供人們觀光休閒活動也相對增加，參與潛水活動的人數更因而急遽上升。因此，龍潛國際於2012年發表之自營品牌「LOONG DIVE」，首重安全潛水與資源維護。除了產品研發與製造過程嚴格品管之外，更提供完善的保養維修服務、藉由不斷創新、研發、引進各類安全相關產品，並參與潛水安全教育與永續資源之活動與宣導。"
Dive Express(DE工作室)-請先預約,"介紹：\n
提供潛水裝備銷售服務、PADI各類潛水課程等服務。"
Water Pro 宏匯百貨店,"介紹：\n
提供販售水上運動用品專賣店(水肺潛水、自由潛水、浮潛、衝浪、游泳、滑水)等服務。"
海玩子潛水訓練中心 Ocean Player Diving Center,"介紹：\n
提供潛水裝備銷售服務、專業的潛水課程等服務。"
悠潛潛水,"介紹：\n
悠潛潛水為全台最大裝備暢貨中心，專門提供物美價廉的潛水商品，也提供全套的潛水訓練，除此之外我們也會定期辦理國內外潛水旅遊!!!\n
歡迎喜歡潛水的朋友們來參觀選購，以及參與我們的潛水課程，讓我們一起潛遍全世界最美的海域~~~~~"
飛漩潛水,"介紹：\n
PADI系統 ( Professional Association of Diving Instructors| )\n
提供初階開放水域潛水員、進階開放水域潛水員、救援潛水、潛水長、體驗潛水、潛水旅遊、潛水考照、潛水複習、潛水周邊商品、潛水裝備維修等服務。"
日榮潛泳用品有限公司,"介紹：\n
提供潛水裝備銷售服務等服務。"
逐海俱樂部潛水訓練中心,"介紹：\n
生在海平面上,進到海平面下。逐海俱樂部帶你進入無重力世界。\n
提供專業的潛水課程、潛水用品裝備等服務。"
三來潛水,"介紹：\n
本公司在台灣已經成立超過30年，提供各式水上用品、進口、製造、批發、販售、出租、訂製防寒衣等服務。"
gogoscuba 台灣最大潛水裝備商城,"介紹：\n
gogoscuba 是台灣最大潛水裝備商城，秉持著專業、誠信、永續的理念，提供潛水人及教練一站式採購服務。"
藍星海洋潛水俱樂部,"介紹：\n
潛進藍色星球的內太空，俯瞰海底星空，感受水的溫度，聆聽海洋聲音以及自己的心跳聲，返回最初生命的開始。"
Fun Divers Taiwan 瘋潛水,"介紹：\n
台北第一間外國人經營的潛水店！\n
在 Fun Divers Tw，我們的宗旨是把海底世界介紹給各個冒險家及大自然愛好者！我們提供PADI水肺課程，並有專業指導員一步一步帶您成為專業潛水員！"
DiveXTrim潛水部落,"介紹：\n
DiveXTrim潛水部落是一群熱愛海洋的夥伴，著重於提升潛水技巧及進階技術潛水。提供專業的潛水旅遊、販售潛水相關裝備等服務。"
浮兒樂 Float Club 水上用品店,"介紹：\n
契機來自於美國生活的那幾年，異國的文化總會讓人感到新鮮與特別，對於台灣種種保守思維與有限的資源，學習上果然仍不及強力的美國，但台灣的人情味、親民的醫療費用…等等仍是目前外國人看來羨慕的數一數二之特色，國外的游泳體制，從母親懷孕開始，在泳池內的水中運動、幼兒充氣脖圈（浮棉浮力衣），再來到浮棉手臂圈，讓孩童從自由式的接受玩水。人家都說，學習如果能從興趣開始，肯定再苦再累都不亦樂乎，所以！從小的不怕水才是幼兒學游泳的第一步關鍵，接下來游泳的速度絕對比同期的同學們快速～最後，在以專業的角度，嚴格的調整泳姿，達到最佳的游泳效果，這是我們最提倡的方法。"
正海人潛水用品企業社,"介紹：\n
用心帶給你最完善的服務！歡迎詢問預購各種品牌潛水用品。歡迎討論阿傑老闆好溝通，我們賣的是口碑是服務，要多優看你的態度！"
Prussian blue 普魯士藍,"介紹：\n
品牌名稱以普魯士藍( Prussian blue）命名，是由一位學設計的自由潛水朋友的構思。會用這個名字源自於普魯士藍是一種深藍色，顏色與潛水員熟悉的大海深藍色非常相似，以及搭配每個潛水員夢寐已求能在大海相遇的藍鯨尾巴作為LOGO的設計，再加上採用工業風格的剛硬線條刻畫出美麗的鯨魚尾巴。"
巡航艦潛水,"介紹：\n
巡航艦潛水訓練中心位於桃園市桃園區。\n
提供休閒潛水各項訓練、潛水旅遊、裝備銷售及租借服務。"
島嶼潛水,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
JBC潛水,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
基隆潛水器材行,"介紹：\n
查無此資料。"
摸魚去海洋休閒中心,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
藍波潛水用品店,"介紹：\n
提供水肺充氣、潛水訓練召生、進階訓練召生、潛水器材選購、船潛、包船、水底工程等服務。"
良友潛水,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
國傑工程企業有限公司,"介紹：\n
提供潛水裝備銷售服務等服務。"
東半球潛水企業社,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
歐都納戶外用品(宜蘭羅東店),"介紹：\n
全方位的歐都納，與您同行。邀請您走入擁有40多年歷史的歐都納，在戶外休閒旅遊產業中，累積了卓越的經驗與經營能力，開發與代理專業性機能服飾與配件、登山露營器材、休閒旅遊服飾、水上用品、登山健行鞋，以及擁有位於台灣嘉義曾文水庫周邊的歐都納山野渡假村，為全方位戶外休閒活動品牌。"
薛長興公司-三結廠,"介紹：\n
隨著水類活動市場的穩定發展，薛長興亦跨足救生衣、浮水背心、與彈性布料的生產製造。因長期深耕水類運動市場，我們掌握了衣物布料管理海水的關鍵技術，研發產品更成為產業標準。現在更善用此技術進軍陸上機能性運動布料與成衣市場，將管理海水的技術轉為對汗水的管理，配合企業擁有的垂直整合優勢，透過研發、技術、品質及設計能力的持續精進來滿足多元化產品的趨勢，提供國際品牌客戶完整的供應服務。"
國際水上用品,"介紹：\n
國際戶外水上休閒館，專營水上用品/配備等各種商品，台灣工廠製作客製化獨木舟、衝浪/潛水防寒衣衝浪褲零售批發、獨家代理歐美大廠防水防撞箱。"
極酷衝浪俱樂部G-cool Surf Club,"介紹：\n
極酷的大家長由從小就在大海的懷抱裡長大的在地小男孩「阿榮」、小女孩「小榆」倆經營。夫妻倆人同時也是港口社區發展協會的理事，予社區一同為在地創生與社區營造帶動經濟發展扮演領頭羊角色。 因心中擁有著在地人對大海的敬仰，藉由衝浪這個運動提供專業項目、多元服務和教育，讓旅行到這邊的朋友們能體會到在地文化結合衝浪的樂趣。\n
多年專業的經營之下，由年輕學子的廣為推薦，儼然成為衝浪新手的搖籃，孕育了許多人對衝浪的夢想。而專業的衝浪教學，更成就了許許多多在初學過程中第一次站上浪板馳乘下的愉悅經驗及回憶。"
包捷潛水,"介紹：\n
提供潛水裝備銷售服務、各類潛水課程、潛水旅遊等服務。"
和平潛水,"介紹：\n
和平潛水是東台灣最資深專業、規模最大的水上運動休閒公司，舉凡潛水、溯溪、跳海、浮潛、獨木舟、探索教育等活動都有提供服務。"
自然休閒,"介紹：\n
Arena、Mizuno、Speedo、Aropec。\n
專業水著用品代理、專業競賽泳衣、潛水、自潛、開放水域用品。"
水世界運動休閒用品,"介紹：\n
水世界運動休閒用品店創立於1997年，開幕至今25個年頭，專業、親切的服務態度是我們的堅持。"
PADI Diving Center,"介紹：\n
提供專業的潛水證照、浮潛體驗、國際急救證照、救生班等服務。"
藍海潛水用品社,"介紹：\n
查無此資料。"
歐都納戶外用品(台東店),"介紹：\n
1975年，歐都納的前身「山王工業股份有限公司」在彰化縣埤頭鄉正式成立。在早期台灣戶外活動並不熱門的年代，有著中部「山大王」之稱的程育才創辦人，從年輕時期就熱愛登山、水上等戶外運動，因而成立了山王工業，以生產EVA發泡材為主要業務，並致力開發各式救生衣、衝浪板、浮板及蛙鏡等水上器材，熱銷至全球數百個國家。\n
歐都納有著探險基因、喜歡探索大自然的生命力，「歐都納」對於董事長程鯤而言就是將這份熱愛台灣土地的情誼結合自己的興趣及喜好，化作實際行動的付出，打造出最適合台灣環境也最符合台灣戶外愛好者需求的的專業品牌。"
